mpi_rank, mpi_size, real_t_bits, tot_nelements, tot_nnodes, npoint_struc, clock, elements_second, nodes_second, nodes_struc_second, quadrature_points_second
0,   16,  64,   20971520,   28292577,   593730000,   0.0070663,   2.96782e+09,   4.00387e+09,   8.40228e+10,  1.66198e+11
0,   1,  64,   20971520,   28292577,   729000000,   0.0975051,   2.15081e+08,   2.90165e+08,   7.47653e+09,  1.20445e+10
0,   2,  64,   20971520,   28292577,   428490000,   0.0494009,   4.24517e+08,   5.72714e+08,   8.67373e+09,  2.37729e+10
0,   4,  64,   20971520,   28292577,   451980000,   0.0250843,   8.36043e+08,   1.1279e+09,   1.80185e+10,  4.68184e+10
0,   8,  64,   20971520,   28292577,   499770000,   0.0132538,   1.58231e+09,   2.13468e+09,   3.77078e+10,  8.86092e+10
