cluster_size,tet_per_block,nelements,clock,Throughput
128 , 8 , 24942592 , 3.699131e-01, 6.742825e+07 
128 , 8 , 24942592 , 3.701910e-01, 6.737763e+07 
128 , 8 , 24942592 , 3.698327e-01, 6.744290e+07 
128 , 12 , 24942592 , 3.583821e-01, 6.959775e+07 
128 , 12 , 24942592 , 3.569211e-01, 6.988266e+07 
128 , 12 , 24942592 , 3.569504e-01, 6.987692e+07 
128 , 12 , 24942592 , 3.571615e-01, 6.983561e+07 
128 , 12 , 24942592 , 3.566170e-01, 6.994225e+07 
128 , 12 , 24942592 , 3.569917e-01, 6.986884e+07 
128 , 12 , 24942592 , 3.570177e-01, 6.986374e+07 
128 , 12 , 24942592 , 3.566359e-01, 6.993853e+07 
128 , 12 , 24942592 , 3.572641e-01, 6.981556e+07 
128 , 12 , 24942592 , 3.571338e-01, 6.984102e+07 

192 , 4 , 24942592 , 3.164192e-01, 7.882769e+07 
192 , 4 , 24942592 , 3.207961e-01, 7.775216e+07 
192 , 4 , 24942592 , 3.162574e-01, 7.886800e+07 
192 , 4 , 24942592 , 3.190097e-01, 7.818756e+07 
192 , 4 , 24942592 , 3.183904e-01, 7.833964e+07 
192 , 4 , 24942592 , 3.238872e-01, 7.701013e+07 
192 , 4 , 24942592 , 3.205735e-01, 7.780615e+07 
192 , 4 , 24942592 , 3.195475e-01, 7.805596e+07 
192 , 4 , 24942592 , 3.257628e-01, 7.656673e+07 
192 , 4 , 24942592 , 3.134704e-01, 7.956922e+07 
192 , 6 , 24942592 , 3.537641e-01, 7.050628e+07 
192 , 6 , 24942592 , 3.426682e-01, 7.278934e+07 
192 , 6 , 24942592 , 3.524857e-01, 7.076199e+07 
192 , 6 , 24942592 , 3.494233e-01, 7.138216e+07 
192 , 6 , 24942592 , 3.556311e-01, 7.013614e+07 
192 , 6 , 24942592 , 3.475660e-01, 7.176362e+07 
192 , 6 , 24942592 , 3.472471e-01, 7.182951e+07 
192 , 6 , 24942592 , 3.466163e-01, 7.196024e+07 
192 , 6 , 24942592 , 3.534912e-01, 7.056072e+07 
192 , 6 , 24942592 , 3.445212e-01, 7.239784e+07 
192 , 8 , 24942592 , 4.136751e-01, 6.029512e+07 
192 , 8 , 24942592 , 4.119086e-01, 6.055371e+07 
192 , 8 , 24942592 , 4.119058e-01, 6.055411e+07 
192 , 8 , 24942592 , 4.124981e-01, 6.046717e+07 
192 , 8 , 24942592 , 4.123896e-01, 6.048307e+07 
192 , 8 , 24942592 , 4.125389e-01, 6.046119e+07 
192 , 8 , 24942592 , 4.120489e-01, 6.053309e+07 
192 , 8 , 24942592 , 4.126889e-01, 6.043921e+07 
192 , 8 , 24942592 , 4.123300e-01, 6.049182e+07 
192 , 8 , 24942592 , 4.122801e-01, 6.049914e+07 
192 , 12 , 24942592 , 4.149391e-01, 6.011145e+07 
192 , 12 , 24942592 , 4.135909e-01, 6.030741e+07 
192 , 12 , 24942592 , 4.139198e-01, 6.025948e+07 
192 , 12 , 24942592 , 4.138958e-01, 6.026298e+07 
192 , 12 , 24942592 , 4.142436e-01, 6.021237e+07 
192 , 12 , 24942592 , 4.141840e-01, 6.022104e+07 
192 , 12 , 24942592 , 4.140822e-01, 6.023585e+07 
192 , 12 , 24942592 , 4.140347e-01, 6.024276e+07 
192 , 12 , 24942592 , 4.141481e-01, 6.022627e+07 
192 , 12 , 24942592 , 4.139392e-01, 6.025666e+07 

256 , 4 , 24942592 , 3.570800e-01, 6.985155e+07 
256 , 4 , 24942592 , 3.520311e-01, 7.085338e+07 
256 , 4 , 24942592 , 3.628697e-01, 6.873706e+07 
256 , 4 , 24942592 , 3.525818e-01, 7.074272e+07 
256 , 4 , 24942592 , 3.548337e-01, 7.029375e+07 
256 , 4 , 24942592 , 3.557357e-01, 7.011552e+07 
256 , 4 , 24942592 , 3.586180e-01, 6.955199e+07 
256 , 4 , 24942592 , 3.719111e-01, 6.706601e+07 
256 , 4 , 24942592 , 3.534405e-01, 7.057085e+07 
256 , 4 , 24942592 , 3.598179e-01, 6.932004e+07 
256 , 6 , 24942592 , 3.927428e-01, 6.350872e+07 
256 , 6 , 24942592 , 4.040807e-01, 6.172677e+07 
256 , 6 , 24942592 , 4.004973e-01, 6.227906e+07 
256 , 6 , 24942592 , 4.007087e-01, 6.224620e+07 
256 , 6 , 24942592 , 4.029019e-01, 6.190736e+07 
256 , 6 , 24942592 , 4.208576e-01, 5.926611e+07 
256 , 6 , 24942592 , 4.190811e-01, 5.951734e+07 
256 , 6 , 24942592 , 3.888684e-01, 6.414147e+07 
256 , 6 , 24942592 , 3.982956e-01, 6.262332e+07 
256 , 6 , 24942592 , 4.086981e-01, 6.102939e+07 
256 , 8 , 24942592 , 4.432469e-01, 5.627245e+07 
256 , 8 , 24942592 , 4.420820e-01, 5.642074e+07 
256 , 8 , 24942592 , 4.428606e-01, 5.632154e+07 
256 , 8 , 24942592 , 4.449558e-01, 5.605634e+07 
256 , 8 , 24942592 , 4.453207e-01, 5.601041e+07 
256 , 8 , 24942592 , 4.446804e-01, 5.609105e+07 
256 , 8 , 24942592 , 4.450176e-01, 5.604855e+07 
256 , 8 , 24942592 , 4.447314e-01, 5.608462e+07 
256 , 8 , 24942592 , 4.451253e-01, 5.603499e+07 
256 , 8 , 24942592 , 4.452507e-01, 5.601921e+07 
256 , 12 , 24942592 , 4.663351e-01, 5.348642e+07 
256 , 12 , 24942592 , 4.654215e-01, 5.359140e+07 
256 , 12 , 24942592 , 4.652807e-01, 5.360762e+07 
256 , 12 , 24942592 , 4.676740e-01, 5.333329e+07 
256 , 12 , 24942592 , 4.677691e-01, 5.332244e+07 
256 , 12 , 24942592 , 4.678385e-01, 5.331454e+07 
256 , 12 , 24942592 , 4.675363e-01, 5.334899e+07 
256 , 12 , 24942592 , 4.675611e-01, 5.334617e+07 
256 , 12 , 24942592 , 4.674071e-01, 5.336375e+07 
256 , 12 , 24942592 , 4.677696e-01, 5.332239e+07 

