cluster_size,tet_per_block,nelements,closk,Throughtput
64 , 12 , 24942592 , 2.753096e-01, 9.059833e+07 
64 , 12 , 24942592 , 2.738651e-01, 9.107620e+07 
64 , 12 , 24942592 , 2.741217e-01, 9.099094e+07 
64 , 12 , 24942592 , 2.730612e-01, 9.134433e+07 
64 , 12 , 24942592 , 2.743803e-01, 9.090517e+07 
64 , 12 , 24942592 , 2.735371e-01, 9.118540e+07 
64 , 12 , 24942592 , 2.743364e-01, 9.091972e+07 
64 , 16 , 24942592 , 2.728060e-01, 9.142979e+07 
64 , 16 , 24942592 , 2.710615e-01, 9.201822e+07 
64 , 16 , 24942592 , 2.718946e-01, 9.173625e+07 
64 , 16 , 24942592 , 2.717038e-01, 9.180069e+07 
64 , 16 , 24942592 , 2.710655e-01, 9.201686e+07 
64 , 16 , 24942592 , 2.713995e-01, 9.190360e+07 
64 , 16 , 24942592 , 2.708629e-01, 9.208568e+07 
64 , 16 , 24942592 , 2.718102e-01, 9.176475e+07 
64 , 16 , 24942592 , 2.719578e-01, 9.171494e+07 
64 , 16 , 24942592 , 2.710912e-01, 9.200814e+07 


96 , 4 , 24942592 , 2.266032e-01, 1.100717e+08 
96 , 4 , 24942592 , 2.225004e-01, 1.121013e+08 
96 , 4 , 24942592 , 2.245200e-01, 1.110930e+08 
96 , 4 , 24942592 , 2.224792e-01, 1.121120e+08 
96 , 4 , 24942592 , 2.229095e-01, 1.118956e+08 
96 , 4 , 24942592 , 2.234035e-01, 1.116482e+08 
96 , 4 , 24942592 , 2.223427e-01, 1.121809e+08 
96 , 4 , 24942592 , 2.251070e-01, 1.108033e+08 
96 , 4 , 24942592 , 2.278483e-01, 1.094702e+08 
96 , 4 , 24942592 , 2.189953e-01, 1.138956e+08 
96 , 6 , 24942592 , 2.479254e-01, 1.006052e+08 
96 , 6 , 24942592 , 2.412764e-01, 1.033777e+08 
96 , 6 , 24942592 , 2.406347e-01, 1.036534e+08 
96 , 6 , 24942592 , 2.454468e-01, 1.016212e+08 
96 , 6 , 24942592 , 2.400811e-01, 1.038924e+08 
96 , 6 , 24942592 , 2.445694e-01, 1.019858e+08 
96 , 6 , 24942592 , 2.432505e-01, 1.025387e+08 
96 , 6 , 24942592 , 2.473579e-01, 1.008360e+08 
96 , 6 , 24942592 , 2.438168e-01, 1.023006e+08 
96 , 6 , 24942592 , 2.443951e-01, 1.020585e+08 
96 , 8 , 24942592 , 2.682337e-01, 9.298827e+07 
96 , 8 , 24942592 , 2.617665e-01, 9.528565e+07 
96 , 8 , 24942592 , 2.595110e-01, 9.611380e+07 
96 , 8 , 24942592 , 2.654834e-01, 9.395161e+07 
96 , 8 , 24942592 , 2.640407e-01, 9.446494e+07 
96 , 8 , 24942592 , 2.591254e-01, 9.625685e+07 
96 , 8 , 24942592 , 2.591798e-01, 9.623664e+07 
96 , 8 , 24942592 , 2.643604e-01, 9.435072e+07 
96 , 8 , 24942592 , 2.662025e-01, 9.369780e+07 
96 , 8 , 24942592 , 2.555037e-01, 9.762125e+07 
96 , 12 , 24942592 , 3.001847e-01, 8.309081e+07 
96 , 12 , 24942592 , 2.993127e-01, 8.333288e+07 
96 , 12 , 24942592 , 2.986053e-01, 8.353031e+07 
96 , 12 , 24942592 , 2.984167e-01, 8.358310e+07 
96 , 12 , 24942592 , 2.978835e-01, 8.373272e+07 
96 , 12 , 24942592 , 2.992962e-01, 8.333748e+07 
96 , 12 , 24942592 , 2.978452e-01, 8.374349e+07 
96 , 12 , 24942592 , 2.973995e-01, 8.386898e+07 
96 , 12 , 24942592 , 2.986042e-01, 8.353063e+07 
96 , 12 , 24942592 , 2.972384e-01, 8.391443e+07 
96 , 16 , 24942592 , 3.063937e-01, 8.140701e+07 
96 , 16 , 24942592 , 3.045265e-01, 8.190615e+07 
96 , 16 , 24942592 , 3.058984e-01, 8.153882e+07 
96 , 16 , 24942592 , 3.052802e-01, 8.170393e+07 
96 , 16 , 24942592 , 3.048984e-01, 8.180625e+07 
96 , 16 , 24942592 , 3.043302e-01, 8.195898e+07 
96 , 16 , 24942592 , 3.044196e-01, 8.193490e+07 
96 , 16 , 24942592 , 3.053356e-01, 8.168910e+07 
96 , 16 , 24942592 , 3.059783e-01, 8.151752e+07 
96 , 16 , 24942592 , 3.055277e-01, 8.163774e+07 


128 , 4 , 24942592 , 2.533839e-01, 9.843796e+07 
128 , 4 , 24942592 , 2.445071e-01, 1.020117e+08 
128 , 4 , 24942592 , 2.438903e-01, 1.022697e+08 
128 , 4 , 24942592 , 2.467083e-01, 1.011016e+08 
128 , 4 , 24942592 , 2.539705e-01, 9.821059e+07 
128 , 4 , 24942592 , 2.546321e-01, 9.795541e+07 
128 , 4 , 24942592 , 2.540251e-01, 9.818950e+07 
128 , 4 , 24942592 , 2.475715e-01, 1.007491e+08 
128 , 4 , 24942592 , 2.449208e-01, 1.018394e+08 
128 , 4 , 24942592 , 2.380467e-01, 1.047803e+08 
128 , 6 , 24942592 , 2.758579e-01, 9.041827e+07 
128 , 6 , 24942592 , 2.645215e-01, 9.429327e+07 
128 , 6 , 24942592 , 2.667264e-01, 9.351378e+07 
128 , 6 , 24942592 , 2.685511e-01, 9.287837e+07 
128 , 6 , 24942592 , 2.696938e-01, 9.248485e+07 
128 , 6 , 24942592 , 2.773885e-01, 8.991936e+07 
128 , 6 , 24942592 , 2.669967e-01, 9.341911e+07 
128 , 6 , 24942592 , 2.605630e-01, 9.572577e+07 
128 , 6 , 24942592 , 2.676332e-01, 9.319694e+07 
128 , 6 , 24942592 , 2.639892e-01, 9.448339e+07 
128 , 8 , 24942592 , 3.001894e-01, 8.308951e+07 
128 , 8 , 24942592 , 2.899131e-01, 8.603470e+07 
128 , 8 , 24942592 , 2.995056e-01, 8.327920e+07 
128 , 8 , 24942592 , 2.884712e-01, 8.646476e+07 
128 , 8 , 24942592 , 2.867188e-01, 8.699323e+07 
128 , 8 , 24942592 , 2.910060e-01, 8.571162e+07 
128 , 8 , 24942592 , 2.884285e-01, 8.647757e+07 
128 , 8 , 24942592 , 2.946223e-01, 8.465956e+07 
128 , 8 , 24942592 , 2.931629e-01, 8.508099e+07 
128 , 8 , 24942592 , 2.871585e-01, 8.686000e+07 
128 , 12 , 24942592 , 3.354487e-01, 7.435590e+07 
128 , 12 , 24942592 , 3.336412e-01, 7.475873e+07 
128 , 12 , 24942592 , 3.346720e-01, 7.452846e+07 
128 , 12 , 24942592 , 3.331717e-01, 7.486408e+07 
128 , 12 , 24942592 , 3.339627e-01, 7.468675e+07 
128 , 12 , 24942592 , 3.330550e-01, 7.489032e+07 
128 , 12 , 24942592 , 3.372922e-01, 7.394951e+07 
128 , 12 , 24942592 , 3.363770e-01, 7.415072e+07 
128 , 12 , 24942592 , 3.360689e-01, 7.421868e+07 
128 , 12 , 24942592 , 3.351695e-01, 7.441785e+07 
128 , 16 , 24942592 , 3.323162e-01, 7.505680e+07 
128 , 16 , 24942592 , 3.296834e-01, 7.565619e+07 
128 , 16 , 24942592 , 3.310892e-01, 7.533497e+07 
128 , 16 , 24942592 , 3.310086e-01, 7.535330e+07 
128 , 16 , 24942592 , 3.294491e-01, 7.571000e+07 
128 , 16 , 24942592 , 3.306076e-01, 7.544471e+07 
128 , 16 , 24942592 , 3.299807e-01, 7.558804e+07 
128 , 16 , 24942592 , 3.312477e-01, 7.529893e+07 
128 , 16 , 24942592 , 3.299075e-01, 7.560481e+07 
128 , 16 , 24942592 , 3.304604e-01, 7.547830e+07 


192 , 4 , 24942592 , 3.010061e-01, 8.286407e+07 
192 , 4 , 24942592 , 2.963536e-01, 8.416498e+07 
192 , 4 , 24942592 , 2.960204e-01, 8.425969e+07 
192 , 4 , 24942592 , 3.038194e-01, 8.209678e+07 
192 , 4 , 24942592 , 2.997455e-01, 8.321255e+07 
192 , 4 , 24942592 , 3.073878e-01, 8.114373e+07 
192 , 4 , 24942592 , 2.917731e-01, 8.548625e+07 
192 , 4 , 24942592 , 2.977515e-01, 8.376984e+07 
192 , 4 , 24942592 , 2.873901e-01, 8.679002e+07 
192 , 4 , 24942592 , 2.918456e-01, 8.546504e+07 
192 , 6 , 24942592 , 3.223286e-01, 7.738249e+07 
192 , 6 , 24942592 , 3.078261e-01, 8.102818e+07 
192 , 6 , 24942592 , 3.148489e-01, 7.922083e+07 
192 , 6 , 24942592 , 3.120534e-01, 7.993053e+07 
192 , 6 , 24942592 , 3.173467e-01, 7.859728e+07 
192 , 6 , 24942592 , 3.153751e-01, 7.908865e+07 
192 , 6 , 24942592 , 3.222410e-01, 7.740354e+07 
192 , 6 , 24942592 , 3.116841e-01, 8.002524e+07 
192 , 6 , 24942592 , 3.122600e-01, 7.987764e+07 
192 , 6 , 24942592 , 3.180353e-01, 7.842712e+07 
192 , 8 , 24942592 , 3.467928e-01, 7.192362e+07 
192 , 8 , 24942592 , 3.449702e-01, 7.230360e+07 
192 , 8 , 24942592 , 3.361880e-01, 7.419238e+07 
192 , 8 , 24942592 , 3.314148e-01, 7.526094e+07 
192 , 8 , 24942592 , 3.334801e-01, 7.479484e+07 
192 , 8 , 24942592 , 3.303632e-01, 7.550053e+07 
192 , 8 , 24942592 , 3.348235e-01, 7.449474e+07 
192 , 8 , 24942592 , 3.397780e-01, 7.340849e+07 
192 , 8 , 24942592 , 3.414907e-01, 7.304033e+07 
192 , 8 , 24942592 , 3.367592e-01, 7.406656e+07 
192 , 12 , 24942592 , 3.921486e-01, 6.360495e+07 
192 , 12 , 24942592 , 3.893557e-01, 6.406119e+07 
192 , 12 , 24942592 , 3.915898e-01, 6.369571e+07 
192 , 12 , 24942592 , 3.904254e-01, 6.388567e+07 
192 , 12 , 24942592 , 3.909051e-01, 6.380729e+07 
192 , 12 , 24942592 , 3.908472e-01, 6.381674e+07 
192 , 12 , 24942592 , 3.902772e-01, 6.390994e+07 
192 , 12 , 24942592 , 3.888390e-01, 6.414632e+07 
192 , 12 , 24942592 , 3.872748e-01, 6.440540e+07 
192 , 12 , 24942592 , 3.890554e-01, 6.411064e+07 
192 , 16 , 24942592 , 4.086982e-01, 6.102937e+07 
192 , 16 , 24942592 , 4.085938e-01, 6.104496e+07 
192 , 16 , 24942592 , 4.082084e-01, 6.110259e+07 
192 , 16 , 24942592 , 4.080512e-01, 6.112613e+07 
192 , 16 , 24942592 , 4.083615e-01, 6.107968e+07 
192 , 16 , 24942592 , 4.080548e-01, 6.112559e+07 
192 , 16 , 24942592 , 4.055054e-01, 6.150988e+07 
192 , 16 , 24942592 , 4.061161e-01, 6.141739e+07 
192 , 16 , 24942592 , 4.058051e-01, 6.146447e+07 
192 , 16 , 24942592 , 4.058805e-01, 6.145304e+07 


256 , 4 , 24942592 , 3.282958e-01, 7.597597e+07 
256 , 4 , 24942592 , 3.411647e-01, 7.311011e+07 
256 , 4 , 24942592 , 3.364011e-01, 7.414539e+07 
256 , 4 , 24942592 , 3.274627e-01, 7.616926e+07 
256 , 4 , 24942592 , 3.438412e-01, 7.254102e+07 
256 , 4 , 24942592 , 3.301367e-01, 7.555230e+07 
256 , 4 , 24942592 , 3.378943e-01, 7.381774e+07 
256 , 4 , 24942592 , 3.209390e-01, 7.771754e+07 
256 , 4 , 24942592 , 3.329140e-01, 7.492203e+07 
256 , 4 , 24942592 , 3.362327e-01, 7.418252e+07 
256 , 6 , 24942592 , 3.664658e-01, 6.806254e+07 
256 , 6 , 24942592 , 3.764191e-01, 6.626282e+07 
256 , 6 , 24942592 , 3.812758e-01, 6.541877e+07 
256 , 6 , 24942592 , 3.654064e-01, 6.825986e+07 
256 , 6 , 24942592 , 3.591000e-01, 6.945862e+07 
256 , 6 , 24942592 , 3.798185e-01, 6.566977e+07 
256 , 6 , 24942592 , 3.625854e-01, 6.879093e+07 
256 , 6 , 24942592 , 3.577642e-01, 6.971796e+07 
256 , 6 , 24942592 , 3.718309e-01, 6.708048e+07 
256 , 6 , 24942592 , 3.663458e-01, 6.808483e+07 
256 , 8 , 24942592 , 3.902001e-01, 6.392257e+07 
256 , 8 , 24942592 , 3.910619e-01, 6.378170e+07 
256 , 8 , 24942592 , 3.910190e-01, 6.378870e+07 
256 , 8 , 24942592 , 3.776957e-01, 6.603886e+07 
256 , 8 , 24942592 , 3.781267e-01, 6.596358e+07 
256 , 8 , 24942592 , 3.849793e-01, 6.478944e+07 
256 , 8 , 24942592 , 3.813063e-01, 6.541353e+07 
256 , 8 , 24942592 , 3.860696e-01, 6.460646e+07 
256 , 8 , 24942592 , 3.852071e-01, 6.475112e+07 
256 , 8 , 24942592 , 3.778156e-01, 6.601790e+07 
256 , 12 , 24942592 , 4.398986e-01, 5.670078e+07 
256 , 12 , 24942592 , 4.390262e-01, 5.681344e+07 
256 , 12 , 24942592 , 4.386396e-01, 5.686353e+07 
256 , 12 , 24942592 , 4.389986e-01, 5.681702e+07 
256 , 12 , 24942592 , 4.388015e-01, 5.684255e+07 
256 , 12 , 24942592 , 4.390469e-01, 5.681077e+07 
256 , 12 , 24942592 , 4.389151e-01, 5.682783e+07 
256 , 12 , 24942592 , 4.389034e-01, 5.682934e+07 
256 , 12 , 24942592 , 4.394918e-01, 5.675326e+07 
256 , 12 , 24942592 , 4.384577e-01, 5.688711e+07 
256 , 16 , 24942592 , 4.753988e-01, 5.246667e+07 
256 , 16 , 24942592 , 4.743335e-01, 5.258450e+07 
256 , 16 , 24942592 , 4.742400e-01, 5.259488e+07 
256 , 16 , 24942592 , 4.740038e-01, 5.262108e+07 
256 , 16 , 24942592 , 4.744328e-01, 5.257350e+07 
256 , 16 , 24942592 , 4.748052e-01, 5.253226e+07 
256 , 16 , 24942592 , 4.747848e-01, 5.253452e+07 
256 , 16 , 24942592 , 4.749671e-01, 5.251435e+07 
256 , 16 , 24942592 , 4.745322e-01, 5.256249e+07 
256 , 16 , 24942592 , 4.749320e-01, 5.251824e+07 


